id,outline,director,genre,certificate,representation,year,pkg_name,rating,runtime,date,actor,stars,name
295,Face detection,Productivity,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:310,Al Pacino,Marlon Brando,Freja eID - My ID in an app
296,Face detection,Productivity,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:311,Al Pacino,Marlon Brando,Freja eID - My ID in an app
297,Face detection,Productivity,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:312,Al Pacino,Marlon Brando,Freja eID - My ID in an app
298,Face detection,Productivity,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:313,Al Pacino,Marlon Brando,Freja eID - My ID in an app
299,Face detection,Productivity,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:314,Al Pacino,Marlon Brando,Freja eID - My ID in an app
300,Face detection,Productivity,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:315,Al Pacino,Marlon Brando,Freja eID - My ID in an app
301,Selfie segmentation,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.vyroai.AiBlurEditor.gif?raw=true,com.vyroai.AiBlurEditor,5,50,1974-04-30T10:29:29+05:316,Al Pacino,Marlon Brando,Blur Photo Editor -Blur image background like DSLR
302,Selfie segmentation,Photography,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.vyroai.AiBlurEditor_no_in.gif?raw=true,com.vyroai.AiBlurEditor,5,50,1974-04-30T10:29:29+05:317,Al Pacino,Marlon Brando,Blur Photo Editor -Blur image background like DSLR
303,Entity extraction,Finance,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.yitong.hrb.people.android.gif?raw=true,com.yitong.hrb.people.android,5,50,1974-04-30T10:29:29+05:318,Al Pacino,Marlon Brando,Bank of hrb
304,Entity extraction,Finance,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.yitong.hrb.people.android.gif?raw=true,com.yitong.hrb.people.android,5,50,1974-04-30T10:29:29+05:319,Al Pacino,Marlon Brando,Bank of hrb
305,Entity extraction,Finance,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.yitong.hrb.people.android.gif?raw=true,com.yitong.hrb.people.android,5,50,1974-04-30T10:29:29+05:320,Al Pacino,Marlon Brando,Bank of hrb
306,Text recognition,Finance,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.yitong.hrb.people.android.gif?raw=true,com.yitong.hrb.people.android,5,50,1974-04-30T10:29:29+05:321,Al Pacino,Marlon Brando,Bank of hrb
307,Text recognition,Finance,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.yitong.hrb.people.android.gif?raw=true,com.yitong.hrb.people.android,5,50,1974-04-30T10:29:29+05:322,Al Pacino,Marlon Brando,Bank of hrb
308,Text recognition,Finance,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.yitong.hrb.people.android.gif?raw=true,com.yitong.hrb.people.android,5,50,1974-04-30T10:29:29+05:323,Al Pacino,Marlon Brando,Bank of hrb
309,Selfie segmentation,Photography,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cutcut.cut.out.paste.background.remove.photo.cutout.gif?raw=true,cutcut.cut.out.paste.background.remove.photo.cutout,5,50,1974-04-30T10:29:29+05:324,Al Pacino,Marlon Brando,Insta Cut Out  -  background changer & cutout photo
310,Selfie segmentation,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cutcut.cut.out.paste.background.remove.photo.cutout.gif?raw=true,cutcut.cut.out.paste.background.remove.photo.cutout,5,50,1974-04-30T10:29:29+05:325,Al Pacino,Marlon Brando,Insta Cut Out  -  background changer & cutout photo
311,Selfie segmentation,Photography,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cutcut.cut.out.paste.background.remove.photo.cutout.gif?raw=true,cutcut.cut.out.paste.background.remove.photo.cutout,5,50,1974-04-30T10:29:29+05:326,Al Pacino,Marlon Brando,Insta Cut Out  -  background changer & cutout photo
312,Selfie segmentation,Photography,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cutcut.cut.out.paste.background.remove.photo.cutout.gif?raw=true,cutcut.cut.out.paste.background.remove.photo.cutout,5,50,1974-04-30T10:29:29+05:327,Al Pacino,Marlon Brando,Insta Cut Out  -  background changer & cutout photo
313,Face detection,Entertainment,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/facetechstudio.future.me.gif?raw=true,facetechstudio.future.me,5,50,1974-04-30T10:29:29+05:328,Al Pacino,Marlon Brando,"Future Me: Face Aging App, Ethnicity Analyzer"
314,Face detection,Entertainment,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/facetechstudio.future.me.gif?raw=true,facetechstudio.future.me,5,50,1974-04-30T10:29:29+05:329,Al Pacino,Marlon Brando,"Future Me: Face Aging App, Ethnicity Analyzer"
315,Object detection and tracking,Libraries and Demo,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/tflite.gif?raw=true,https://github.com/tensorflow/examples/tree/master/lite/examples/object_detection/android,5,50,1974-04-30T10:29:29+05:330,Al Pacino,Marlon Brando,TF object_detection
316,Object detection and tracking,Libraries and Demo,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/tflite.gif?raw=true,https://github.com/tensorflow/examples/tree/master/lite/examples/object_detection/android,5,50,1974-04-30T10:29:29+05:331,Al Pacino,Marlon Brando,TF object_detection
317,Image classification,Tools,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_cattle_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:332,Al Pacino,Marlon Brando,Anyline Scanner
318,Image classification,Tools,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_cattle_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:333,Al Pacino,Marlon Brando,Anyline Scanner
319,Image classification,Tools,Static,Flashlight,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_cattle_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:334,Al Pacino,Marlon Brando,Anyline Scanner
320,Image classification,Tools,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_cattle_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:335,Al Pacino,Marlon Brando,Anyline Scanner
321,Image classification,Tools,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_cattle_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:336,Al Pacino,Marlon Brando,Anyline Scanner
322,Image classification,Tools,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_cattle_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:337,Al Pacino,Marlon Brando,Anyline Scanner
323,Barcode scanning,Tools,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/anyline_qr_code.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:338,Al Pacino,Marlon Brando,Anyline Scanner
324,Barcode scanning,Tools,Static,Flashlight,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/anyline_qr_code.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:339,Al Pacino,Marlon Brando,Anyline Scanner
325,Barcode scanning,Tools,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/anyline_qr_code.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:340,Al Pacino,Marlon Brando,Anyline Scanner
326,Entity extraction,Tools,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_plate_sta_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:341,Al Pacino,Marlon Brando,Anyline Scanner
327,Entity extraction,Tools,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_plate_sta_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:342,Al Pacino,Marlon Brando,Anyline Scanner
328,Entity extraction,Tools,Static,Flashlight,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_plate_sta_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:343,Al Pacino,Marlon Brando,Anyline Scanner
329,Entity extraction,Tools,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_plate_sta_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:344,Al Pacino,Marlon Brando,Anyline Scanner
330,Entity extraction,Tools,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/io.anyline.examples.store_plate_sta_dy.gif?raw=true,io.anyline.examples.store,5,50,1974-04-30T10:29:29+05:345,Al Pacino,Marlon Brando,Anyline Scanner
331,Image classification,Tools,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/machinelearning.tensorflow.classifier.gif?raw=true,machinelearning.tensorflow.classifier,5,50,1974-04-30T10:29:29+05:346,Al Pacino,Marlon Brando,Objects Classify Machine Learning TensorFlow
332,Image classification,Tools,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/machinelearning.tensorflow.classifier.gif?raw=true,machinelearning.tensorflow.classifier,5,50,1974-04-30T10:29:29+05:347,Al Pacino,Marlon Brando,Objects Classify Machine Learning TensorFlow
333,Speech recongnition,Libraries and Demo,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/machinelearning.tensorflow.speech.gif?raw=true,machinelearning.tensorflow.speech,5,50,1974-04-30T10:29:29+05:348,Al Pacino,Marlon Brando,Speech Recognition TensorFlow Machine Learning
334,Speech recongnition,Libraries and Demo,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/machinelearning.tensorflow.speech.gif?raw=true,machinelearning.tensorflow.speech,5,50,1974-04-30T10:29:29+05:349,Al Pacino,Marlon Brando,Speech Recognition TensorFlow Machine Learning
